Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X	ensembl_gene_id	external_gene_name	gene_biotype	description	percentage_gene_gc_content
1437451_at	-0.232123529447071	12.7852512734928	-4.17027522441998	0.000213765692057293	0.0146929211066652	0.489958287466074	22142	ENSMUSG00000073599	Ecscr	protein_coding	Endothelial cell-specific chemotaxis regulator  [Source:UniProtKB/Swiss-Prot;Acc:Q3TZW0]	49.9
1416364_at	-0.381284176387274	12.6546270220322	-4.57019378721856	6.78375109402312e-05	0.00626215162763675	1.58008999112027	1024	ENSMUSG00000023944	Hsp90ab1	protein_coding	Heat shock protein HSP 90-beta  [Source:UniProtKB/Swiss-Prot;Acc:P11499]	50.25
1423547_at	0.399942319386227	12.6526895579275	5.06895763180313	1.59063592449645e-05	0.00214028151620274	2.96368786660166	8602	ENSMUSG00000069516	Lyz2	protein_coding	lysozyme 2 [Source:MGI Symbol;Acc:MGI:96897]	47.08
1417266_at	0.394374160625338	12.6036347544749	4.080325299048	0.000275940258144891	0.0176307502965614	0.248286751328657	2180	ENSMUSG00000018927	Ccl6	protein_coding	C-C motif chemokine 6 CCL6(22-95) CCL6(23-95) [Source:UniProtKB/Swiss-Prot;Acc:P27784]	43.68
1460561_x_at	0.440160793547941	12.5544610043862	4.95794668394409	2.19914127257463e-05	0.00269628305446361	2.65425349476736	38953	ENSMUSG00000041571	Selenow	protein_coding	Selenoprotein W  [Source:UniProtKB/Swiss-Prot;Acc:P63300]	53.34
1421861_at	-0.285131615452372	12.4634004567422	-4.83220281604182	3.17202592938505e-05	0.00361031123253126	2.30460267964215	6551	ENSMUSG00000039953	Clstn1	protein_coding	Calsyntenin-1 Soluble Alc-alpha CTF1-alpha [Source:UniProtKB/Swiss-Prot;Acc:Q9EPL2]	48.06
1448552_s_at	-0.253866160932489	12.391120149378	-3.73364296640715	0.000728592928074841	0.0329579322379153	-0.667225280170192	28517	ENSMUSG00000026627	Tmem206	protein_coding	Transmembrane protein 206  [Source:UniProtKB/Swiss-Prot;Acc:Q9D771]	50.76
1419905_s_at	0.36786266917596	12.3656622511684	4.78314119623361	3.65854856281538e-05	0.00399511678271762	2.16847799369529	4677	ENSMUSG00000031613	Hpgd	protein_coding	15-hydroxyprostaglandin dehydrogenase [NAD(+)]  [Source:UniProtKB/Swiss-Prot;Acc:Q8VCC1]	36.91
1419291_x_at	0.310758806747103	12.343826588297	3.86928486498194	0.000499663638461036	0.0258054964711809	-0.312315024305718	4235	ENSMUSG00000053332	Gas5	processed_transcript		46.21
1449399_a_at	0.744330812800866	12.3021554673336	3.76987270054068	0.000659012555636824	0.0309570173139754	-0.572880537719485	29244	ENSMUSG00000027398	Il1b	protein_coding	Interleukin-1 beta  [Source:UniProtKB/Swiss-Prot;Acc:P10749]	45.34
1423570_at	0.283052303159373	12.2789555679241	3.55118704042576	0.00120244508640266	0.0453395342771887	-1.13691354219383	8090	ENSMUSG00000024030	Abcg1	protein_coding	ATP binding cassette subfamily G member 1 [Source:MGI Symbol;Acc:MGI:107704]	50.69
1420376_a_at	0.368327472823379	12.2313341987815	3.59423254983184	0.00106915295750621	0.0421750958579004	-1.02695887879789	5105	ENSMUSG00000016559	H3f3b	protein_coding	Histone H3.3  [Source:UniProtKB/Swiss-Prot;Acc:P84244]	44.24
1416755_at	-0.467111877712835	12.2027049013105	-4.27352137115124	0.000159238328139612	0.0118421852694927	0.769117692009148	1309	ENSMUSG00000005483	Dnajb1	protein_coding	DnaJ homolog subfamily B member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9QYJ3]	52.57
1426775_s_at	-0.25293781757992	12.1408221676081	-3.90771189297907	0.000448728082767184	0.0240155706529532	-0.210962941110584	12005	ENSMUSG00000021687	Scamp1	protein_coding	secretory carrier membrane protein 1 [Source:MGI Symbol;Acc:MGI:1349480]	44.13
1433935_at	0.561043200797213	12.1406211656432	8.67906826492803	5.97562799305244e-10	3.58030314942227e-07	12.6788235059246	18504	ENSMUSG00000097415	AU020206	lincRNA	expressed sequence AU020206 [Source:MGI Symbol;Acc:MGI:2142134]	47.15
1450717_at	0.36294554613473	12.1307267455973	3.67469723539383	0.000857319632283633	0.0365425300982104	-0.819983647113988	30951	ENSMUSG00000072115	Ang	protein_coding	Angiogenin  [Source:UniProtKB/Swiss-Prot;Acc:P21570]	44.49
1427126_at	-0.930582630456541	12.0749753671616	-4.26374026877447	0.000163753335175667	0.0120929933918681	0.742595413015901	12501	ENSMUSG00000090877	Hspa1b	protein_coding	Heat shock 70 kDa protein 1B  [Source:UniProtKB/Swiss-Prot;Acc:P17879]	58.12
1448546_at	0.457119102154596	12.0671799154981	6.07805196742233	8.3649669552181e-07	0.000209157106821221	5.78205940622326	28758	ENSMUSG00000025795	Rassf3	protein_coding	Ras association domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q99P51]	47.94
1454909_at	-0.214978140341465	12.0501567282318	-3.96057921002862	0.000386853925374082	0.0218635913310962	-0.0709785342205498	35126	ENSMUSG00000065954	Tacc1	protein_coding	Transforming acidic coiled-coil-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6Y685]	46.18
1436788_at	-0.247994430976162	11.9951131448866	-3.75529071911758	0.000686203898323039	0.0318108099142308	-0.610893806734461	21608	ENSMUSG00000002103	Acp2	protein_coding	Mus musculus acid phosphatase 2, lysosomal (Acp2), transcript variant 1, mRNA. [Source:RefSeq mRNA;Acc:NM_001357067]	45.84
1416344_at	0.264237945615271	11.9771446517246	3.53622830773559	0.0012524213966604	0.0461912211973879	-1.17499398184976	1087	ENSMUSG00000016534	Lamp2	protein_coding	Lysosome-associated membrane glycoprotein 2  [Source:UniProtKB/Swiss-Prot;Acc:P17047]	40.57
1451860_a_at	0.601026825516829	11.9539720583559	7.91158715369905	4.68815669928784e-09	2.36305422199818e-06	10.7292005143417	32004	ENSMUSG00000030921	Trim30a	protein_coding	Mus musculus tripartite motif-containing 30A (Trim30a), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_001357467]	41.04
